תאריך,פריט,סוג_תנועה,כמות,יחידה,עובד,סיבה_הערה
2026-01-08,קרואסון שוקולד,in,15,יח׳,נועה,משלוח רגיל
2026-01-08,מאפה גבינה,in,12,יח׳,נועה,משלוח רגיל
2026-01-08,חלב 3%,out,4.56,ליטר,נועה,שימוש שוטף
2026-01-08,חלב 3%,out,4.56,ליטר,נועה,שימוש שוטף
2026-01-08,חלב 3%,out,4.56,ליטר,מיכל,שימוש שוטף
2026-01-08,חלב שיבולת שועל,out,6.25,ליטר,מיכל,שימוש שוטף
2026-01-08,חלב שיבולת שועל,out,6.25,ליטר,נועה,שימוש שוטף
2026-01-08,חלב שקדים,out,1.18,ליטר,מיכל,שימוש שוטף
2026-01-08,חלב שקדים,out,1.18,ליטר,נועה,שימוש שוטף
2026-01-08,חלב שקדים,out,1.18,ליטר,נועה,שימוש שוטף
2026-01-08,חלב סויה,out,2.59,ליטר,מיכל,שימוש שוטף
2026-01-08,חלב ללא לקטוז,out,1.09,ליטר,נועה,שימוש שוטף
2026-01-08,שמנת מתוקה,out,1.01,ליטר,נועה,שימוש שוטף
2026-01-08,שמנת מתוקה,out,1.01,ליטר,מיכל,שימוש שוטף
2026-01-08,פולי ערביקה,out,2.73,"ק""ג",נועה,שימוש שוטף
2026-01-08,פולי רובוסטה,out,0.2,"ק""ג",מיכל,שימוש שוטף
2026-01-08,פולי רובוסטה,out,0.2,"ק""ג",מיכל,שימוש שוטף
2026-01-08,פולי רובוסטה,out,0.2,"ק""ג",נועה,שימוש שוטף
2026-01-08,פולי דקאף,out,0.14,"ק""ג",מיכל,שימוש שוטף
2026-01-08,פולי דקאף,out,0.14,"ק""ג",נועה,שימוש שוטף
2026-01-08,קרואסון חמאה,out,21,יח׳,נועה,שימוש שוטף
2026-01-08,קרואסון שוקולד,out,9,יח׳,מיכל,שימוש שוטף
2026-01-08,קרואסון שוקולד,out,9,יח׳,נועה,שימוש שוטף
2026-01-08,מאפה גבינה,out,6,יח׳,מיכל,שימוש שוטף
2026-01-08,מאפה גבינה,out,6,יח׳,מיכל,שימוש שוטף
2026-01-08,לימונים,out,0.59,"ק""ג",מיכל,שימוש שוטף
2026-01-08,לימונים,out,0.59,"ק""ג",נועה,שימוש שוטף
2026-01-08,לימונים,out,0.59,"ק""ג",מיכל,שימוש שוטף
2026-01-08,נענע,out,0.9,צרור,נועה,שימוש שוטף
2026-01-08,נענע,out,0.9,צרור,מיכל,שימוש שוטף
2026-01-08,נענע,out,0.9,צרור,נועה,שימוש שוטף
2026-01-08,סוכר לבן,out,0.91,"ק""ג",נועה,שימוש שוטף
2026-01-08,סוכריות סוכר,out,89,יח׳,מיכל,שימוש שוטף
2026-01-08,סירופ וניל,out,0.06,בקבוק,מיכל,שימוש שוטף
2026-01-08,סירופ וניל,out,0.06,בקבוק,מיכל,שימוש שוטף
2026-01-08,סירופ וניל,out,0.06,בקבוק,מיכל,שימוש שוטף
2026-01-08,סירופ קרמל,out,0.11,בקבוק,מיכל,שימוש שוטף
2026-01-08,סירופ קרמל,out,0.11,בקבוק,מיכל,שימוש שוטף
2026-01-08,כוסות קטנות,out,10,יח׳,נועה,שימוש שוטף
2026-01-08,כוסות קטנות,out,10,יח׳,מיכל,שימוש שוטף
2026-01-08,כוסות קטנות,out,10,יח׳,מיכל,שימוש שוטף
2026-01-08,כוסות גדולות take-away,out,16,יח׳,מיכל,שימוש שוטף
2026-01-08,כוסות גדולות take-away,out,16,יח׳,מיכל,שימוש שוטף
2026-01-08,כוסות גדולות take-away,out,16,יח׳,מיכל,שימוש שוטף
2026-01-08,מכסים,out,106,יח׳,מיכל,שימוש שוטף
2026-01-08,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-08,שקיות נייר,out,11,יח׳,מיכל,שימוש שוטף
2026-01-08,שקיות נייר,out,11,יח׳,נועה,שימוש שוטף
2026-01-08,שקיות נייר,out,11,יח׳,נועה,שימוש שוטף
2026-01-08,פולי דקאף,waste,1.17,"ק""ג",מיכל,פג תוקף
2026-01-09,קרואסון חמאה,in,21,יח׳,מיכל,משלוח רגיל
2026-01-09,קרואסון שוקולד,in,14,יח׳,דני,משלוח רגיל
2026-01-09,מאפה גבינה,in,11,יח׳,דני,משלוח רגיל
2026-01-09,חלב 3%,out,7.5,ליטר,מיכל,שימוש שוטף
2026-01-09,חלב 3%,out,7.5,ליטר,דני,שימוש שוטף
2026-01-09,חלב שיבולת שועל,out,4.87,ליטר,מיכל,שימוש שוטף
2026-01-09,חלב שיבולת שועל,out,4.87,ליטר,דני,שימוש שוטף
2026-01-09,חלב שקדים,out,1.86,ליטר,דני,שימוש שוטף
2026-01-09,חלב שקדים,out,1.86,ליטר,מיכל,שימוש שוטף
2026-01-09,חלב סויה,out,1.29,ליטר,מיכל,שימוש שוטף
2026-01-09,חלב סויה,out,1.29,ליטר,דני,שימוש שוטף
2026-01-09,חלב ללא לקטוז,out,0.6,ליטר,מיכל,שימוש שוטף
2026-01-09,חלב ללא לקטוז,out,0.6,ליטר,מיכל,שימוש שוטף
2026-01-09,שמנת מתוקה,out,1.86,ליטר,מיכל,שימוש שוטף
2026-01-09,פולי ערביקה,out,0.82,"ק""ג",דני,שימוש שוטף
2026-01-09,פולי ערביקה,out,0.82,"ק""ג",דני,שימוש שוטף
2026-01-09,פולי ערביקה,out,0.82,"ק""ג",מיכל,שימוש שוטף
2026-01-09,פולי רובוסטה,out,0.23,"ק""ג",דני,שימוש שוטף
2026-01-09,פולי רובוסטה,out,0.23,"ק""ג",דני,שימוש שוטף
2026-01-09,פולי רובוסטה,out,0.23,"ק""ג",דני,שימוש שוטף
2026-01-09,פולי דקאף,out,0.17,"ק""ג",מיכל,שימוש שוטף
2026-01-09,פולי דקאף,out,0.17,"ק""ג",דני,שימוש שוטף
2026-01-09,קרואסון חמאה,out,8,יח׳,דני,שימוש שוטף
2026-01-09,קרואסון חמאה,out,8,יח׳,מיכל,שימוש שוטף
2026-01-09,קרואסון חמאה,out,8,יח׳,מיכל,שימוש שוטף
2026-01-09,קרואסון שוקולד,out,15,יח׳,דני,שימוש שוטף
2026-01-09,מאפה גבינה,out,9,יח׳,דני,שימוש שוטף
2026-01-09,לימונים,out,0.76,"ק""ג",דני,שימוש שוטף
2026-01-09,לימונים,out,0.76,"ק""ג",דני,שימוש שוטף
2026-01-09,נענע,out,1.92,צרור,מיכל,שימוש שוטף
2026-01-09,נענע,out,1.92,צרור,דני,שימוש שוטף
2026-01-09,סוכר לבן,out,0.51,"ק""ג",מיכל,שימוש שוטף
2026-01-09,סוכר לבן,out,0.51,"ק""ג",דני,שימוש שוטף
2026-01-09,סוכריות סוכר,out,44,יח׳,מיכל,שימוש שוטף
2026-01-09,סוכריות סוכר,out,44,יח׳,דני,שימוש שוטף
2026-01-09,סוכריות סוכר,out,44,יח׳,דני,שימוש שוטף
2026-01-09,סירופ וניל,out,0.05,בקבוק,דני,שימוש שוטף
2026-01-09,סירופ וניל,out,0.05,בקבוק,מיכל,שימוש שוטף
2026-01-09,סירופ קרמל,out,0.05,בקבוק,מיכל,שימוש שוטף
2026-01-09,סירופ קרמל,out,0.05,בקבוק,דני,שימוש שוטף
2026-01-09,סירופ קרמל,out,0.05,בקבוק,מיכל,שימוש שוטף
2026-01-09,כוסות קטנות,out,16,יח׳,דני,שימוש שוטף
2026-01-09,כוסות קטנות,out,16,יח׳,דני,שימוש שוטף
2026-01-09,כוסות גדולות take-away,out,70,יח׳,דני,שימוש שוטף
2026-01-09,מכסים,out,27,יח׳,מיכל,שימוש שוטף
2026-01-09,מכסים,out,27,יח׳,מיכל,שימוש שוטף
2026-01-09,מכסים,out,27,יח׳,דני,שימוש שוטף
2026-01-09,מפיות,out,1,חבילה,מיכל,שימוש שוטף
2026-01-09,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-09,שקיות נייר,out,19,יח׳,דני,שימוש שוטף
2026-01-09,שקיות נייר,out,19,יח׳,דני,שימוש שוטף
2026-01-11,חלב 3%,in,29,ליטר,נועה,משלוח רגיל
2026-01-11,חלב שיבולת שועל,in,13,ליטר,מיכל,משלוח רגיל — חסר מול ההזמנה
2026-01-11,חלב סויה,in,10,ליטר,נועה,משלוח רגיל
2026-01-11,שמנת מתוקה,in,6,ליטר,מיכל,משלוח רגיל
2026-01-11,קרואסון חמאה,in,22,יח׳,מיכל,משלוח רגיל
2026-01-11,קרואסון שוקולד,in,15,יח׳,דני,משלוח רגיל
2026-01-11,מאפה גבינה,in,11,יח׳,מיכל,משלוח רגיל
2026-01-11,לימונים,in,4,"ק""ג",מיכל,משלוח רגיל
2026-01-11,נענע,in,8,צרור,נועה,משלוח רגיל
2026-01-11,כוסות גדולות take-away,in,344,יח׳,מיכל,משלוח רגיל
2026-01-11,מכסים,in,513,יח׳,טל,משלוח רגיל
2026-01-11,חלב 3%,out,7.65,ליטר,מיכל,שימוש שוטף
2026-01-11,חלב 3%,out,7.65,ליטר,דני,שימוש שוטף
2026-01-11,חלב שיבולת שועל,out,8.69,ליטר,טל,שימוש שוטף
2026-01-11,חלב שקדים,out,3.87,ליטר,נועה,שימוש שוטף
2026-01-11,חלב סויה,out,0.81,ליטר,נועה,שימוש שוטף
2026-01-11,חלב סויה,out,0.81,ליטר,מיכל,שימוש שוטף
2026-01-11,חלב ללא לקטוז,out,0.28,ליטר,דני,שימוש שוטף
2026-01-11,חלב ללא לקטוז,out,0.28,ליטר,טל,שימוש שוטף
2026-01-11,חלב ללא לקטוז,out,0.28,ליטר,נועה,שימוש שוטף
2026-01-11,שמנת מתוקה,out,1.48,ליטר,מיכל,שימוש שוטף
2026-01-11,פולי ערביקה,out,3.33,"ק""ג",נועה,שימוש שוטף
2026-01-11,פולי רובוסטה,out,0.14,"ק""ג",מיכל,שימוש שוטף
2026-01-11,פולי רובוסטה,out,0.14,"ק""ג",נועה,שימוש שוטף
2026-01-11,פולי רובוסטה,out,0.14,"ק""ג",נועה,שימוש שוטף
2026-01-11,פולי דקאף,out,0.23,"ק""ג",מיכל,שימוש שוטף
2026-01-11,קרואסון חמאה,out,6,יח׳,נועה,שימוש שוטף
2026-01-11,קרואסון חמאה,out,6,יח׳,נועה,שימוש שוטף
2026-01-11,קרואסון חמאה,out,6,יח׳,מיכל,שימוש שוטף
2026-01-11,קרואסון שוקולד,out,7,יח׳,נועה,שימוש שוטף
2026-01-11,קרואסון שוקולד,out,7,יח׳,דני,שימוש שוטף
2026-01-11,מאפה גבינה,out,4,יח׳,דני,שימוש שוטף
2026-01-11,מאפה גבינה,out,4,יח׳,טל,שימוש שוטף
2026-01-11,מאפה גבינה,out,4,יח׳,נועה,שימוש שוטף
2026-01-11,לימונים,out,0.85,"ק""ג",דני,שימוש שוטף
2026-01-11,לימונים,out,0.85,"ק""ג",מיכל,שימוש שוטף
2026-01-11,נענע,out,1.08,צרור,דני,שימוש שוטף
2026-01-11,נענע,out,1.08,צרור,נועה,שימוש שוטף
2026-01-11,נענע,out,1.08,צרור,טל,שימוש שוטף
2026-01-11,סוכר לבן,out,0.4,"ק""ג",דני,שימוש שוטף
2026-01-11,סוכר לבן,out,0.4,"ק""ג",מיכל,שימוש שוטף
2026-01-11,סוכריות סוכר,out,43,יח׳,מיכל,שימוש שוטף
2026-01-11,סוכריות סוכר,out,43,יח׳,מיכל,שימוש שוטף
2026-01-11,סוכריות סוכר,out,43,יח׳,נועה,שימוש שוטף
2026-01-11,סירופ וניל,out,0.14,בקבוק,מיכל,שימוש שוטף
2026-01-11,סירופ קרמל,out,0.05,בקבוק,דני,שימוש שוטף
2026-01-11,סירופ קרמל,out,0.05,בקבוק,מיכל,שימוש שוטף
2026-01-11,סירופ קרמל,out,0.05,בקבוק,נועה,שימוש שוטף
2026-01-11,כוסות קטנות,out,16,יח׳,מיכל,שימוש שוטף
2026-01-11,כוסות קטנות,out,16,יח׳,נועה,שימוש שוטף
2026-01-11,כוסות גדולות take-away,out,15,יח׳,טל,שימוש שוטף
2026-01-11,כוסות גדולות take-away,out,15,יח׳,דני,שימוש שוטף
2026-01-11,כוסות גדולות take-away,out,15,יח׳,מיכל,שימוש שוטף
2026-01-11,מכסים,out,57,יח׳,מיכל,שימוש שוטף
2026-01-11,מכסים,out,57,יח׳,טל,שימוש שוטף
2026-01-11,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-11,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-11,שקיות נייר,out,31,יח׳,דני,שימוש שוטף
2026-01-12,חלב שקדים,in,11,ליטר,נועה,משלוח רגיל
2026-01-12,קרואסון חמאה,in,32,יח׳,מיכל,הזמנה שבועית — הוזמן יותר מדי (התראה לרונית)
2026-01-12,קרואסון שוקולד,in,21,יח׳,נועה,הזמנה שבועית — הוזמן יותר מדי (התראה לרונית)
2026-01-12,מאפה גבינה,in,11,יח׳,דני,משלוח רגיל
2026-01-12,חלב 3%,out,7.31,ליטר,מיכל,שימוש שוטף
2026-01-12,חלב 3%,out,7.31,ליטר,מיכל,שימוש שוטף
2026-01-12,חלב שיבולת שועל,out,3.2,ליטר,דני,שימוש שוטף
2026-01-12,חלב שיבולת שועל,out,3.2,ליטר,נועה,שימוש שוטף
2026-01-12,חלב שיבולת שועל,out,3.2,ליטר,טל,שימוש שוטף
2026-01-12,חלב שקדים,out,1.16,ליטר,טל,שימוש שוטף
2026-01-12,חלב שקדים,out,1.16,ליטר,נועה,שימוש שוטף
2026-01-12,חלב שקדים,out,1.16,ליטר,נועה,שימוש שוטף
2026-01-12,חלב סויה,out,0.63,ליטר,נועה,שימוש שוטף
2026-01-12,חלב סויה,out,0.63,ליטר,דני,שימוש שוטף
2026-01-12,חלב סויה,out,0.63,ליטר,נועה,שימוש שוטף
2026-01-12,חלב ללא לקטוז,out,0.93,ליטר,דני,שימוש שוטף
2026-01-12,שמנת מתוקה,out,1.13,ליטר,מיכל,שימוש שוטף
2026-01-12,שמנת מתוקה,out,1.13,ליטר,דני,שימוש שוטף
2026-01-12,פולי ערביקה,out,2.22,"ק""ג",מיכל,שימוש שוטף
2026-01-12,פולי רובוסטה,out,0.52,"ק""ג",מיכל,שימוש שוטף
2026-01-12,פולי דקאף,out,0.14,"ק""ג",נועה,שימוש שוטף
2026-01-12,פולי דקאף,out,0.14,"ק""ג",דני,שימוש שוטף
2026-01-12,קרואסון חמאה,out,4,יח׳,מיכל,שימוש שוטף
2026-01-12,קרואסון חמאה,out,4,יח׳,נועה,שימוש שוטף
2026-01-12,קרואסון חמאה,out,4,יח׳,נועה,שימוש שוטף
2026-01-12,קרואסון שוקולד,out,11,יח׳,מיכל,שימוש שוטף
2026-01-12,מאפה גבינה,out,4,יח׳,נועה,שימוש שוטף
2026-01-12,מאפה גבינה,out,4,יח׳,מיכל,שימוש שוטף
2026-01-12,לימונים,out,0.59,"ק""ג",נועה,שימוש שוטף
2026-01-12,לימונים,out,0.59,"ק""ג",מיכל,שימוש שוטף
2026-01-12,לימונים,out,0.59,"ק""ג",נועה,שימוש שוטף
2026-01-12,נענע,out,0.96,צרור,דני,שימוש שוטף
2026-01-12,נענע,out,0.96,צרור,דני,שימוש שוטף
2026-01-12,נענע,out,0.96,צרור,נועה,שימוש שוטף
2026-01-12,סוכר לבן,out,0.32,"ק""ג",טל,שימוש שוטף
2026-01-12,סוכר לבן,out,0.32,"ק""ג",דני,שימוש שוטף
2026-01-12,סוכריות סוכר,out,45,יח׳,מיכל,שימוש שוטף
2026-01-12,סוכריות סוכר,out,45,יח׳,נועה,שימוש שוטף
2026-01-12,סירופ וניל,out,0.04,בקבוק,מיכל,שימוש שוטף
2026-01-12,סירופ וניל,out,0.04,בקבוק,מיכל,שימוש שוטף
2026-01-12,סירופ וניל,out,0.04,בקבוק,נועה,שימוש שוטף
2026-01-12,סירופ קרמל,out,0.18,בקבוק,נועה,שימוש שוטף
2026-01-12,כוסות קטנות,out,20,יח׳,טל,שימוש שוטף
2026-01-12,כוסות קטנות,out,20,יח׳,דני,שימוש שוטף
2026-01-12,כוסות גדולות take-away,out,51,יח׳,נועה,שימוש שוטף
2026-01-12,מכסים,out,23,יח׳,טל,שימוש שוטף
2026-01-12,מכסים,out,23,יח׳,דני,שימוש שוטף
2026-01-12,מכסים,out,23,יח׳,דני,שימוש שוטף
2026-01-12,מפיות,out,1,חבילה,טל,שימוש שוטף
2026-01-12,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-12,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-12,שקיות נייר,out,10,יח׳,דני,שימוש שוטף
2026-01-12,שקיות נייר,out,10,יח׳,דני,שימוש שוטף
2026-01-12,שקיות נייר,out,10,יח׳,דני,שימוש שוטף
2026-01-12,לימונים,waste,1.41,"ק""ג",מיכל,פג תוקף
2026-01-12,קרואסון חמאה,waste,11,יח׳,מיכל,שאריות יום ראשון — תופעה חוזרת בימי שני בבוקר
2026-01-13,חלב 3%,in,29,ליטר,נועה,משלוח רגיל
2026-01-13,חלב שיבולת שועל,in,15,ליטר,נועה,משלוח רגיל — חסר מול ההזמנה
2026-01-13,קרואסון חמאה,in,23,יח׳,טל,משלוח רגיל
2026-01-13,קרואסון שוקולד,in,15,יח׳,מיכל,משלוח רגיל
2026-01-13,מאפה גבינה,in,11,יח׳,נועה,משלוח רגיל
2026-01-13,חלב 3%,out,12.41,ליטר,דני,שימוש שוטף
2026-01-13,חלב שיבולת שועל,out,12.99,ליטר,דני,שימוש שוטף
2026-01-13,חלב שקדים,out,1.27,ליטר,מיכל,שימוש שוטף
2026-01-13,חלב שקדים,out,1.27,ליטר,נועה,שימוש שוטף
2026-01-13,חלב שקדים,out,1.27,ליטר,טל,שימוש שוטף
2026-01-13,חלב סויה,out,1.79,ליטר,דני,שימוש שוטף
2026-01-13,חלב ללא לקטוז,out,0.97,ליטר,מיכל,שימוש שוטף
2026-01-13,שמנת מתוקה,out,0.5,ליטר,דני,שימוש שוטף
2026-01-13,שמנת מתוקה,out,0.5,ליטר,נועה,שימוש שוטף
2026-01-13,שמנת מתוקה,out,0.5,ליטר,מיכל,שימוש שוטף
2026-01-13,פולי ערביקה,out,0.95,"ק""ג",נועה,שימוש שוטף
2026-01-13,פולי ערביקה,out,0.95,"ק""ג",נועה,שימוש שוטף
2026-01-13,פולי ערביקה,out,0.95,"ק""ג",נועה,שימוש שוטף
2026-01-13,פולי רובוסטה,out,0.33,"ק""ג",נועה,שימוש שוטף
2026-01-13,פולי רובוסטה,out,0.33,"ק""ג",דני,שימוש שוטף
2026-01-13,פולי דקאף,out,0.11,"ק""ג",מיכל,שימוש שוטף
2026-01-13,פולי דקאף,out,0.11,"ק""ג",נועה,שימוש שוטף
2026-01-13,קרואסון חמאה,out,19,יח׳,דני,שימוש שוטף
2026-01-13,קרואסון שוקולד,out,15,יח׳,טל,שימוש שוטף
2026-01-13,מאפה גבינה,out,4,יח׳,מיכל,שימוש שוטף
2026-01-13,מאפה גבינה,out,4,יח׳,מיכל,שימוש שוטף
2026-01-13,מאפה גבינה,out,4,יח׳,דני,שימוש שוטף
2026-01-13,לימונים,out,0.75,"ק""ג",נועה,שימוש שוטף
2026-01-13,לימונים,out,0.75,"ק""ג",נועה,שימוש שוטף
2026-01-13,נענע,out,1.9,צרור,דני,שימוש שוטף
2026-01-13,נענע,out,1.9,צרור,נועה,שימוש שוטף
2026-01-13,סוכר לבן,out,0.8,"ק""ג",דני,שימוש שוטף
2026-01-13,סוכריות סוכר,out,28,יח׳,נועה,שימוש שוטף
2026-01-13,סוכריות סוכר,out,28,יח׳,מיכל,שימוש שוטף
2026-01-13,סוכריות סוכר,out,28,יח׳,נועה,שימוש שוטף
2026-01-13,סירופ וניל,out,0.12,בקבוק,מיכל,שימוש שוטף
2026-01-13,סירופ קרמל,out,0.2,בקבוק,נועה,שימוש שוטף
2026-01-13,כוסות קטנות,out,12,יח׳,דני,שימוש שוטף
2026-01-13,כוסות קטנות,out,12,יח׳,נועה,שימוש שוטף
2026-01-13,כוסות קטנות,out,12,יח׳,מיכל,שימוש שוטף
2026-01-13,כוסות גדולות take-away,out,18,יח׳,טל,שימוש שוטף
2026-01-13,כוסות גדולות take-away,out,18,יח׳,מיכל,שימוש שוטף
2026-01-13,כוסות גדולות take-away,out,18,יח׳,טל,שימוש שוטף
2026-01-13,מכסים,out,40,יח׳,טל,שימוש שוטף
2026-01-13,מכסים,out,40,יח׳,דני,שימוש שוטף
2026-01-13,מכסים,out,40,יח׳,נועה,שימוש שוטף
2026-01-13,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-13,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-13,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-13,שקיות נייר,out,37,יח׳,מיכל,שימוש שוטף
2026-01-13,חלב שיבולת שועל,out,3,ליטר,מיכל,"שוב נגמר — לקוחות התלוננו, החזרנו 2 לקוחות בלי כסף"
2026-01-13,קרואסון חמאה,waste,4,יח׳,נועה,שאריות מאתמול — לא נמכרו
2026-01-13,קרואסון שוקולד,waste,5,יח׳,דני,שאריות מאתמול — לא נמכרו
2026-01-13,נענע,waste,0.39,צרור,מיכל,נבל במקרר
2026-01-14,חלב ללא לקטוז,in,7,ליטר,נועה,משלוח רגיל
2026-01-14,שמנת מתוקה,in,5,ליטר,נועה,משלוח רגיל
2026-01-14,פולי ערביקה,in,18,"ק""ג",נועה,משלוח רגיל
2026-01-14,פולי רובוסטה,in,8,"ק""ג",מיכל,משלוח רגיל
2026-01-14,קרואסון חמאה,in,21,יח׳,דני,משלוח רגיל
2026-01-14,קרואסון שוקולד,in,15,יח׳,טל,משלוח רגיל
2026-01-14,מאפה גבינה,in,12,יח׳,טל,משלוח רגיל
2026-01-14,לימונים,in,4,"ק""ג",נועה,משלוח רגיל
2026-01-14,נענע,in,8,צרור,מיכל,משלוח רגיל
2026-01-14,סוכר לבן,in,10,"ק""ג",נועה,משלוח רגיל
2026-01-14,סוכריות סוכר,in,848,יח׳,מיכל,משלוח רגיל
2026-01-14,כוסות קטנות,in,315,יח׳,נועה,משלוח רגיל
2026-01-14,מפיות,in,17,חבילה,דני,משלוח רגיל
2026-01-14,שקיות נייר,in,248,יח׳,דני,משלוח רגיל
2026-01-14,חלב 3%,out,15.78,ליטר,דני,שימוש שוטף
2026-01-14,חלב שיבולת שועל,out,7.55,ליטר,נועה,שימוש שוטף
2026-01-14,חלב שיבולת שועל,out,7.55,ליטר,דני,שימוש שוטף
2026-01-14,חלב שקדים,out,3.57,ליטר,מיכל,שימוש שוטף
2026-01-14,חלב סויה,out,0.73,ליטר,דני,שימוש שוטף
2026-01-14,חלב סויה,out,0.73,ליטר,נועה,שימוש שוטף
2026-01-14,חלב ללא לקטוז,out,1.2,ליטר,דני,שימוש שוטף
2026-01-14,שמנת מתוקה,out,1.12,ליטר,נועה,שימוש שוטף
2026-01-14,שמנת מתוקה,out,1.12,ליטר,מיכל,שימוש שוטף
2026-01-14,פולי ערביקה,out,1.16,"ק""ג",נועה,שימוש שוטף
2026-01-14,פולי ערביקה,out,1.16,"ק""ג",טל,שימוש שוטף
2026-01-14,פולי רובוסטה,out,0.53,"ק""ג",נועה,שימוש שוטף
2026-01-14,פולי דקאף,out,0.1,"ק""ג",נועה,שימוש שוטף
2026-01-14,פולי דקאף,out,0.1,"ק""ג",טל,שימוש שוטף
2026-01-14,פולי דקאף,out,0.1,"ק""ג",דני,שימוש שוטף
2026-01-14,קרואסון חמאה,out,6,יח׳,דני,שימוש שוטף
2026-01-14,קרואסון חמאה,out,6,יח׳,נועה,שימוש שוטף
2026-01-14,קרואסון חמאה,out,6,יח׳,מיכל,שימוש שוטף
2026-01-14,קרואסון שוקולד,out,5,יח׳,טל,שימוש שוטף
2026-01-14,קרואסון שוקולד,out,5,יח׳,דני,שימוש שוטף
2026-01-14,קרואסון שוקולד,out,5,יח׳,נועה,שימוש שוטף
2026-01-14,מאפה גבינה,out,6,יח׳,נועה,שימוש שוטף
2026-01-14,מאפה גבינה,out,6,יח׳,נועה,שימוש שוטף
2026-01-14,לימונים,out,0.57,"ק""ג",נועה,שימוש שוטף
2026-01-14,לימונים,out,0.57,"ק""ג",נועה,שימוש שוטף
2026-01-14,לימונים,out,0.57,"ק""ג",דני,שימוש שוטף
2026-01-14,נענע,out,1.93,צרור,דני,שימוש שוטף
2026-01-14,נענע,out,1.93,צרור,נועה,שימוש שוטף
2026-01-14,סוכר לבן,out,0.99,"ק""ג",נועה,שימוש שוטף
2026-01-14,סוכריות סוכר,out,51,יח׳,מיכל,שימוש שוטף
2026-01-14,סוכריות סוכר,out,51,יח׳,נועה,שימוש שוטף
2026-01-14,סירופ וניל,out,0.18,בקבוק,נועה,שימוש שוטף
2026-01-14,סירופ קרמל,out,0.09,בקבוק,דני,שימוש שוטף
2026-01-14,סירופ קרמל,out,0.09,בקבוק,דני,שימוש שוטף
2026-01-14,כוסות קטנות,out,14,יח׳,טל,שימוש שוטף
2026-01-14,כוסות קטנות,out,14,יח׳,דני,שימוש שוטף
2026-01-14,כוסות קטנות,out,14,יח׳,מיכל,שימוש שוטף
2026-01-14,כוסות גדולות take-away,out,62,יח׳,טל,שימוש שוטף
2026-01-14,מכסים,out,42,יח׳,נועה,שימוש שוטף
2026-01-14,מכסים,out,42,יח׳,מיכל,שימוש שוטף
2026-01-14,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-14,מפיות,out,1,חבילה,מיכל,שימוש שוטף
2026-01-14,מפיות,out,1,חבילה,טל,שימוש שוטף
2026-01-14,שקיות נייר,out,26,יח׳,דני,שימוש שוטף
2026-01-14,חלב 3%,waste,0.4,ליטר,נועה,תפוגה — נפתח ולא נגמר במשמרת
2026-01-14,פולי דקאף,waste,0.92,"ק""ג",נועה,פג תוקף
2026-01-14,נענע,waste,1.16,צרור,טל,נבל במקרר
2026-01-15,חלב 3%,in,29,ליטר,מיכל,משלוח רגיל
2026-01-15,חלב שיבולת שועל,in,12,ליטר,נועה,משלוח רגיל — חסר מול ההזמנה
2026-01-15,קרואסון חמאה,in,23,יח׳,נועה,משלוח רגיל
2026-01-15,קרואסון שוקולד,in,15,יח׳,נועה,משלוח רגיל
2026-01-15,מאפה גבינה,in,11,יח׳,מיכל,משלוח רגיל
2026-01-15,חלב 3%,out,11.0,ליטר,מיכל,שימוש שוטף
2026-01-15,חלב שיבולת שועל,out,3.73,ליטר,נועה,שימוש שוטף
2026-01-15,חלב שיבולת שועל,out,3.73,ליטר,נועה,שימוש שוטף
2026-01-15,חלב שיבולת שועל,out,3.73,ליטר,מיכל,שימוש שוטף
2026-01-15,חלב שקדים,out,1.38,ליטר,מיכל,שימוש שוטף
2026-01-15,חלב שקדים,out,1.38,ליטר,נועה,שימוש שוטף
2026-01-15,חלב סויה,out,0.89,ליטר,נועה,שימוש שוטף
2026-01-15,חלב סויה,out,0.89,ליטר,מיכל,שימוש שוטף
2026-01-15,חלב ללא לקטוז,out,0.26,ליטר,מיכל,שימוש שוטף
2026-01-15,חלב ללא לקטוז,out,0.26,ליטר,מיכל,שימוש שוטף
2026-01-15,חלב ללא לקטוז,out,0.26,ליטר,נועה,שימוש שוטף
2026-01-15,שמנת מתוקה,out,0.83,ליטר,נועה,שימוש שוטף
2026-01-15,שמנת מתוקה,out,0.83,ליטר,נועה,שימוש שוטף
2026-01-15,שמנת מתוקה,out,0.83,ליטר,מיכל,שימוש שוטף
2026-01-15,פולי ערביקה,out,0.9,"ק""ג",נועה,שימוש שוטף
2026-01-15,פולי ערביקה,out,0.9,"ק""ג",מיכל,שימוש שוטף
2026-01-15,פולי ערביקה,out,0.9,"ק""ג",מיכל,שימוש שוטף
2026-01-15,פולי רובוסטה,out,0.34,"ק""ג",נועה,שימוש שוטף
